asset.display_ipv4_address,asset.name,asset_id,definition.family,definition.id,definition.name,definition.vpr.score,finding_id,first_observed,last_seen,severity,state
89.117.7.156,www.shieldsec.com.br,bac88b2d-2e9a-4b49-8468-9af6be0a1e8a,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,593506d5-4c6c-56b9-aec8-2d99e25e43ed,2026-06-05T19:00:14.988Z,2026-06-05T19:00:14.988Z,Medium,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,5c761115-348c-5046-9a10-488ceb96d4a6,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,5f5be1af-51ff-59c0-8220-07e1d4fa895c,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,SSL/TLS,98616,TLS 1.2 Not Supported Protocol,4.95,60997fdd-1e1b-54e7-900d-7fa374edf73f,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112554,Permissive Content Security Policy Detected,2.15,61921c23-049e-519c-a32c-b70c469c04dc,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
89.117.7.156,www.shieldsec.com.br,bac88b2d-2e9a-4b49-8468-9af6be0a1e8a,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,629927a7-2cf1-5a9c-8df6-407022205176,2026-06-05T19:00:14.988Z,2026-06-05T19:00:14.988Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,62bc2011-9922-5a3d-9d0c-0033b704868c,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,63106a0d-5efa-5b7d-ab98-348ae5f0299a,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,63fb1da3-d5fa-59a0-ae37-64af77c58f96,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
172.67.146.18,help.shieldsec.com.br,6629f20e-60a9-4179-8cc9-21813a504bd2,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,64e0e91a-77ff-5841-a660-8e3ec01e9b9b,2026-06-05T19:00:15.018Z,2026-06-05T19:00:15.018Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,65236e2a-36d4-52a3-95de-2e27c9d88301,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98060,Missing 'X-Frame-Options' Header,2.15,6525755a-0a84-5827-9ef1-dbc93dd463c6,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,68f0749c-c975-59af-9ab4-c08f849c2961,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,112529,Missing 'X-Content-Type-Options' Header,2.9,69acb169-cfd1-5e13-a22a-73ac7d7c1e46,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,6a6822a4-1f9e-5700-83d5-9577696b0556,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
104.21.63.140,exchange.shieldsec.com.br,27b05367-13dc-46ba-9b71-de5c3e6966de,HTTP Security Header,112553,Missing 'Cache-Control' Header,1.4,6b44e63f-71ba-5dfe-b354-621e885da570,2026-06-05T19:00:15.270Z,2026-06-05T19:00:15.270Z,Low,NEW
,portal.shieldsec.com.br,b0f3fd02-769e-472c-9354-3680725addfd,HTTP Security Header,98056,Missing HTTP Strict Transport Security Policy,3.25,6daca17b-bd22-5aed-98c6-84efad64966f,2026-06-05T19:00:14.961Z,2026-06-05T19:00:14.961Z,Medium,NEW
